2025-02-27 08:51:22,788 p=2641381 u=alex n=ansible |  [ERROR]: User interrupted execution
2025-02-27 09:33:43,005 p=254341 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:33:44,696 p=254341 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:33:44,732 p=254341 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:33:44,771 p=254341 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:33:46,671 p=254341 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:33:46,677 p=254341 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:33:47,035 p=254341 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:33:47,045 p=254341 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:33:47,057 p=254341 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:33:47,065 p=254341 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:33:47,909 p=254341 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:33:47,921 p=254341 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:33:47,957 p=254341 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:33:48,678 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:33:49,390 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:33:50,073 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:33:50,760 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:33:51,452 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:33:52,132 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:33:52,825 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:33:53,512 p=254341 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:33:53,524 p=254341 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:33:54,006 p=254341 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:33:54,013 p=254341 u=alex n=ansible | TASK [kvm_host : Check if 'default' pool exists] *****************************************************************************************************************************
2025-02-27 09:33:54,438 p=254341 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:33:54,445 p=254341 u=alex n=ansible | TASK [kvm_host : Undefine 'default' pool if it exists] ***********************************************************************************************************************
2025-02-27 09:33:54,752 p=254341 u=alex n=ansible | fatal: [10.0.0.241]: FAILED! => {"changed": true, "cmd": ["virsh", "pool-undefine", "default"], "delta": "0:00:00.042913", "end": "2025-02-27 09:33:54.719643", "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:33:54.676730", "stderr": "error: Failed to undefine pool default\nerror: Requested operation is not valid: storage pool 'default' is still active", "stderr_lines": ["error: Failed to undefine pool default", "error: Requested operation is not valid: storage pool 'default' is still active"], "stdout": "", "stdout_lines": []}
2025-02-27 09:33:54,753 p=254341 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:33:54,753 p=254341 u=alex n=ansible | 10.0.0.241                 : ok=7    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2025-02-27 09:35:45,892 p=339628 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:35:45,924 p=339628 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:35:47,639 p=339628 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:35:47,658 p=339628 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:35:47,687 p=339628 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:35:49,571 p=339628 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:35:49,578 p=339628 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:35:49,940 p=339628 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:35:49,947 p=339628 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:35:49,958 p=339628 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:35:49,964 p=339628 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:35:50,805 p=339628 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:35:50,830 p=339628 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:35:50,886 p=339628 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:35:51,583 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:35:52,268 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:35:52,951 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:35:53,670 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:35:54,373 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:35:55,058 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:35:55,750 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:35:56,443 p=339628 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:35:56,454 p=339628 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:35:56,913 p=339628 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:35:56,921 p=339628 u=alex n=ansible | TASK [kvm_host : Check if 'default' pool exists] *****************************************************************************************************************************
2025-02-27 09:35:57,348 p=339628 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:35:57,355 p=339628 u=alex n=ansible | TASK [kvm_host : Undefine 'default' pool if it exists] ***********************************************************************************************************************
2025-02-27 09:35:57,641 p=339628 u=alex n=ansible | fatal: [10.0.0.241]: FAILED! => {"changed": true, "cmd": ["virsh", "pool-stop", "default"], "delta": "0:00:00.020204", "end": "2025-02-27 09:35:57.607205", "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:35:57.587001", "stderr": "error: unknown command: 'pool-stop'", "stderr_lines": ["error: unknown command: 'pool-stop'"], "stdout": "", "stdout_lines": []}
2025-02-27 09:35:57,643 p=339628 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:35:57,643 p=339628 u=alex n=ansible | 10.0.0.241                 : ok=7    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2025-02-27 09:36:15,520 p=359912 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:36:15,553 p=359912 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:36:16,932 p=359912 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:36:16,969 p=359912 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:36:17,008 p=359912 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:36:18,907 p=359912 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:36:18,914 p=359912 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:36:19,297 p=359912 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:36:19,303 p=359912 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:36:19,315 p=359912 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:36:19,321 p=359912 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:36:20,188 p=359912 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:36:20,213 p=359912 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:36:20,271 p=359912 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:36:20,990 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:36:21,692 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:36:22,379 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:36:23,134 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:36:23,816 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:36:24,505 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:36:25,223 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:36:25,930 p=359912 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:36:25,941 p=359912 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:36:26,448 p=359912 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:36:26,460 p=359912 u=alex n=ansible | TASK [kvm_host : Check if 'default' pool exists] *****************************************************************************************************************************
2025-02-27 09:36:26,885 p=359912 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:36:26,893 p=359912 u=alex n=ansible | TASK [kvm_host : Undefine 'default' pool if it exists] ***********************************************************************************************************************
2025-02-27 09:36:27,181 p=359912 u=alex n=ansible | fatal: [10.0.0.241]: FAILED! => {"changed": true, "cmd": ["virsh", "pool-stop", "default"], "delta": "0:00:00.020692", "end": "2025-02-27 09:36:27.148023", "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:36:27.127331", "stderr": "error: unknown command: 'pool-stop'", "stderr_lines": ["error: unknown command: 'pool-stop'"], "stdout": "", "stdout_lines": []}
2025-02-27 09:36:27,182 p=359912 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:36:27,183 p=359912 u=alex n=ansible | 10.0.0.241                 : ok=7    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2025-02-27 09:37:09,134 p=398322 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:37:09,165 p=398322 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:37:10,536 p=398322 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:37:10,556 p=398322 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:37:10,585 p=398322 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:37:12,377 p=398322 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:37:12,384 p=398322 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:37:12,768 p=398322 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:37:12,775 p=398322 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:37:12,789 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:12,796 p=398322 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:37:13,645 p=398322 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:37:13,658 p=398322 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:37:13,695 p=398322 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:37:14,403 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:37:15,108 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:37:15,811 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:37:16,523 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:37:17,224 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:37:17,923 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:37:18,631 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:37:19,310 p=398322 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:37:19,320 p=398322 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:37:19,794 p=398322 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:37:19,809 p=398322 u=alex n=ansible | TASK [kvm_host : Check if 'default' pool exists] *****************************************************************************************************************************
2025-02-27 09:37:20,247 p=398322 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:37:20,254 p=398322 u=alex n=ansible | TASK [kvm_host : Destroy 'default' pool if it exists] ************************************************************************************************************************
2025-02-27 09:37:20,562 p=398322 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:37:20,570 p=398322 u=alex n=ansible | TASK [kvm_host : Undefine 'default' pool if it exists] ***********************************************************************************************************************
2025-02-27 09:37:20,878 p=398322 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:37:20,891 p=398322 u=alex n=ansible | TASK [kvm_host : Get list of existing storage pools] *************************************************************************************************************************
2025-02-27 09:37:21,199 p=398322 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:37:21,213 p=398322 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:37:21,228 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,232 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,233 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,234 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,248 p=398322 u=alex n=ansible | TASK [kvm_host : Create storage pool xml] ************************************************************************************************************************************
2025-02-27 09:37:21,263 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,268 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,269 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,270 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,284 p=398322 u=alex n=ansible | TASK [kvm_host : Define storage pool] ****************************************************************************************************************************************
2025-02-27 09:37:21,300 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,305 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,306 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,307 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,321 p=398322 u=alex n=ansible | TASK [kvm_host : Start storage pool] *****************************************************************************************************************************************
2025-02-27 09:37:21,334 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,339 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,340 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,342 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,355 p=398322 u=alex n=ansible | TASK [kvm_host : Autostart storage pool] *************************************************************************************************************************************
2025-02-27 09:37:21,370 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,375 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,376 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,377 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,392 p=398322 u=alex n=ansible | TASK [kvm_host : Clean up temporary XML files] *******************************************************************************************************************************
2025-02-27 09:37:21,406 p=398322 u=alex n=ansible | [WARNING]: conditional statements should not include jinja2 templating delimiters such as {{ }} or {% %}. Found: '{{ item.pool_name }}' not in existing_pools.stdout

2025-02-27 09:37:21,411 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:37:21,412 p=398322 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:37:21,413 p=398322 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:37:21,450 p=398322 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:37:21,450 p=398322 u=alex n=ansible | 10.0.0.241                 : ok=10   changed=4    unreachable=0    failed=0    skipped=7    rescued=0    ignored=0   
2025-02-27 09:39:56,895 p=513894 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:39:56,926 p=513894 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:39:58,656 p=513894 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:39:58,673 p=513894 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:39:58,699 p=513894 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:40:00,515 p=513894 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:00,520 p=513894 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:40:00,896 p=513894 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:00,913 p=513894 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:40:00,927 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:00,941 p=513894 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:40:01,790 p=513894 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:01,803 p=513894 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:40:01,838 p=513894 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:40:02,545 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:40:03,242 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
2025-02-27 09:40:03,977 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-daemon-system)
2025-02-27 09:40:04,658 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=bridge-utils)
2025-02-27 09:40:05,348 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=libguestfs-tools)
2025-02-27 09:40:06,036 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=genisoimage)
2025-02-27 09:40:06,712 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=virtinst)
2025-02-27 09:40:07,402 p=513894 u=alex n=ansible | ok: [10.0.0.241] => (item=libosinfo-bin)
2025-02-27 09:40:07,422 p=513894 u=alex n=ansible | TASK [kvm_host : add alex to libvert and kvm groups] *************************************************************************************************************************
2025-02-27 09:40:07,894 p=513894 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:07,901 p=513894 u=alex n=ansible | TASK [kvm_host : Check if 'default' pool exists] *****************************************************************************************************************************
2025-02-27 09:40:08,350 p=513894 u=alex n=ansible | fatal: [10.0.0.241]: FAILED! => {"changed": true, "cmd": ["virsh", "pool-dumpxml", "default"], "delta": "0:00:00.043978", "end": "2025-02-27 09:40:08.316456", "msg": "non-zero return code", "rc": 1, "start": "2025-02-27 09:40:08.272478", "stderr": "error: failed to get pool 'default'\nerror: Storage pool not found: no storage pool with matching name 'default'", "stderr_lines": ["error: failed to get pool 'default'", "error: Storage pool not found: no storage pool with matching name 'default'"], "stdout": "", "stdout_lines": []}
2025-02-27 09:40:08,350 p=513894 u=alex n=ansible | ...ignoring
2025-02-27 09:40:08,364 p=513894 u=alex n=ansible | TASK [kvm_host : Destroy 'default' pool if it exists] ************************************************************************************************************************
2025-02-27 09:40:08,375 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,389 p=513894 u=alex n=ansible | TASK [kvm_host : Undefine 'default' pool if it exists] ***********************************************************************************************************************
2025-02-27 09:40:08,401 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,415 p=513894 u=alex n=ansible | TASK [kvm_host : Get list of existing storage pools] *************************************************************************************************************************
2025-02-27 09:40:08,730 p=513894 u=alex n=ansible | changed: [10.0.0.241]
2025-02-27 09:40:08,737 p=513894 u=alex n=ansible | TASK [kvm_host : Create storage pool directories] ****************************************************************************************************************************
2025-02-27 09:40:08,754 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,755 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,756 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,763 p=513894 u=alex n=ansible | TASK [kvm_host : Create storage pool xml] ************************************************************************************************************************************
2025-02-27 09:40:08,778 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,779 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,780 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,786 p=513894 u=alex n=ansible | TASK [kvm_host : Define storage pool] ****************************************************************************************************************************************
2025-02-27 09:40:08,802 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,803 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,804 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,810 p=513894 u=alex n=ansible | TASK [kvm_host : Start storage pool] *****************************************************************************************************************************************
2025-02-27 09:40:08,826 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,827 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,828 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,834 p=513894 u=alex n=ansible | TASK [kvm_host : Autostart storage pool] *************************************************************************************************************************************
2025-02-27 09:40:08,851 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,852 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,853 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,859 p=513894 u=alex n=ansible | TASK [kvm_host : Clean up temporary XML files] *******************************************************************************************************************************
2025-02-27 09:40:08,875 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'isos', 'pool_path': '/isos'}) 
2025-02-27 09:40:08,876 p=513894 u=alex n=ansible | skipping: [10.0.0.241] => (item={'pool_name': 'vms', 'pool_path': '/vms'}) 
2025-02-27 09:40:08,877 p=513894 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:08,906 p=513894 u=alex n=ansible | PLAY RECAP *******************************************************************************************************************************************************************
2025-02-27 09:40:08,907 p=513894 u=alex n=ansible | 10.0.0.241                 : ok=8    changed=2    unreachable=0    failed=0    skipped=9    rescued=0    ignored=1   
2025-02-27 09:40:28,695 p=535424 u=alex n=ansible | PLAY [all] *******************************************************************************************************************************************************************
2025-02-27 09:40:28,726 p=535424 u=alex n=ansible | TASK [Gathering Facts] *******************************************************************************************************************************************************
2025-02-27 09:40:30,058 p=535424 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:30,077 p=535424 u=alex n=ansible | TASK [include_role : patch] **************************************************************************************************************************************************
2025-02-27 09:40:30,105 p=535424 u=alex n=ansible | TASK [patch : Upgrade software] **********************************************************************************************************************************************
2025-02-27 09:40:31,902 p=535424 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:31,915 p=535424 u=alex n=ansible | TASK [patch : Check if a reboot is required] *********************************************************************************************************************************
2025-02-27 09:40:32,290 p=535424 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:32,302 p=535424 u=alex n=ansible | TASK [patch : Reboot server if required] *************************************************************************************************************************************
2025-02-27 09:40:32,316 p=535424 u=alex n=ansible | skipping: [10.0.0.241]
2025-02-27 09:40:32,330 p=535424 u=alex n=ansible | TASK [patch : Apt autoremove] ************************************************************************************************************************************************
2025-02-27 09:40:33,212 p=535424 u=alex n=ansible | ok: [10.0.0.241]
2025-02-27 09:40:33,237 p=535424 u=alex n=ansible | TASK [include_role : kvm_host] ***********************************************************************************************************************************************
2025-02-27 09:40:33,293 p=535424 u=alex n=ansible | TASK [kvm_host : Install KVM apt packages] ***********************************************************************************************************************************
2025-02-27 09:40:34,003 p=535424 u=alex n=ansible | ok: [10.0.0.241] => (item=qemu-kvm)
2025-02-27 09:40:34,687 p=535424 u=alex n=ansible | ok: [10.0.0.241] => (item=libvirt-clients)
